transaction_id,store_id,timestamp,sku,product_name,category,quantity,unit_price
TXN005696,FL-239,09-Sep-2024 12:59,SOUP-CAN,Soup - Canned,GROCERY,3,1.98
TXN023724,fl-239,2024-09-28 08:12:28,CNDL-EM,CANDLES - EMERGENCY,EMERGENCY,3,6.05
TXN005864,FL-330,2024-09-09 08:20:39,HDTARP-01,HD Tarp,emergency,1,19.28
TXN005552,FL-302,2024-09-08 13:07:56,MONOPOLY-01,Board Game - Monopoly,entertainment,1,20.29
TXN003779,FL-619,2024-09-06 17:27:05,CARDS-01,Playing Cards,Games & Entertainment,1,5.16
TXN008028,FL-105,09/11/2024 07:25,CHIPS-VP,CHIPS VARIETY PACK,Snacks,3,8.95
TXN023440,FL-501,2024-09-27 12:16:57,DIAPERS-3,DIAPERS SZ 3,baby,2,24.29
TXN000156,FL-412,09/01/2024 16:18,LTBEER24,Light Beer (24-pack),Alcoholic Beverages,2,19.58
TXN004193,FL-330,2024-09-07 12:03:52,STREAM-01,Streaming Device,electronics,1,30.94
TXN020295,fl-412,2024-09-22 20:13:58,TP-12,TOILET PAPER 12PK,Household,1,9.60
TXN019304,FL-619,N/A,BATT-100,BATTERIES AA 4PK,Emergency,1,6.56
TXN025472,FL-710,2024-09-30 16:34:49,CNSOUP-01,CANNED SOUP,grocery,2,$1.93
TXN008910,FL-445,2024-09-11 09:07:51,BAT-AA4,AA Batteries (4-pack),Emergency Supplies,2,6.76
TXN004903,FL-239,2024-09-08T09:34:03,CHIPVARIETY,Chips Variety Pack,Snacks,2,9.28
TXN020148,FL-239,09/22/2024 18:49,DIAP-S3,Diapers Size 3,baby,1,25.26
TXN009499,FL-330,2024-09-12 22:58:35,LED-FLASH,LED Flashlight,EMERGENCY,2,12.77
TXN002048,FL-156,04-Sep-2024 21:23,LED-FLASH,Flashlight - LED,EMERGENCY,3,12.48
TXN006439,FL-710,09-09-2024 09:18:03,CHIPS-VP,CHIPS VARIETY PACK,snacks,2,9.40
TXN005728,FL-239,2024-09-09 11:53:24,DIAP-S3,Diapers Size 3,Baby Products,1,25.38
TXN000025,FL239,2024-09-01 10:17:18,WHITEBREAD,White Bread,grocery,3,2.59
TXN004935,FL-105,2024-09-08 10:00:21,BATT_AA_4PK,AA Batteries 4-Pack,emergency,3,6.41
TXN022331,FL-619,2024-09-25 09:56:07,DIAP-S3,Baby Diapers - Size 3,baby,2,24.55
TXN010130,FL_078,2024-09-12 07:26:18,PNUTBTR-16,Peanut Butter,Grocery,2,3.22
TXN009486,FL-330,2024-09-12 07:11:24,BAT-AA4,AA Batteries 4-Pack,EMERGENCY,4, 6.43 
TXN008099,FL-330,11-Sep-2024 20:21,BEER-24,BEER LIGHT 24PK,ALCOHOL,1,18.46
TXN010369,FL-445,09/12/2024 06:49,ROKU-STD,Streaming Device,electronics,1,31.17
TXN006579,FL-105,2024-09-10 19:02:10,BATT_AA_4PK,AA Batteries 4-Pack,Emergency,2,6.32
TXN021297,FL-710,2024-09-23 15:49:16,DIAP-S3,Diapers Size 3,Baby,1,25.74
TXN021452,fl-330,2024-09-24 08:26:11,TOILETPAPER12,TP 12 Pack,Household Essentials,2,$10.11
TXN004056,FL-239,2024-09-07 08:01:34,PB-16,Peanut Butter,Groceries,1,3.23
TXN012143,FL-619,2024-09-13 17:41:44,TP-12,TP 12 Pack,Household Essentials,1,9.68
TXN022880,FL-078,2024-09-26 07:18:20,TOILETPAPER12,TOILET PAPER 12PK,Household,1,10.08
TXN017538,FL-445,2024-09-17 21:35:24,BATT_AA_4PK,BATTERIES AA 4PK,emergency,5,6.21
TXN023383,FL-156,2024-09-27 14:47:22,PORTCHARGER,PORTABLE CHARGER,Electronics,2,25.16
TXN001800,FL-239,09/04/2024 06:23,WTR-24,Water - 24 Pack,Emergency Supplies,1, 4.89 
TXN018039,FL-156,2024-09-18 20:03:39,BABYFORMULA,BABY FORMULA,Baby Products,2,29.30
TXN010063,FL-501,2024-09-12 19:11:02,BABYFORMULA,Infant Formula,Baby,1,30.32
TXN011942,FL-078,2024-09-13 17:11:45,FAID-01,FIRST AID KIT,HEALTH,2,14.41
TXN001965,FL412,09-04-2024 12:08:30,PNUTBTR-16,Peanut Butter 16oz,Groceries,1,3.29
TXN018383,FL-239,09-19-2024 19:11:18,BFORM-01,Baby Formula,baby,1,29.96
TXN008619,FL-501,11-Sep-2024 10:24,CHIPS-VP,Variety Pack - Chips,Snacks,3,$9.00
TXN001582,FL-078,2024-09-03 19:35:57,FIRSTAID-KIT,First Aid Kit,health,1, 15.42 
TXN017240,FL-156,09-17-2024 18:47:57,LED-FLASH,LED Flashlight,Emergency Supplies,1,13.17
TXN006080,FL-501,2024-09-09T14:28:44,LTBEER24,BEER LIGHT 24PK,Alcohol,3,19.78
TXN011307,FL-412,2024-09-13 07:17:23,PAPERTOWEL6,PAPER TOWELS 6PK,HOUSEHOLD,2,7.96
TXN021000,FL-156,23-Sep-2024 19:56,DIAP-S3,DIAPERS SZ 3,Baby,2,24.85
TXN010313,FL-445,2024-09-12 18:37:05,POPTART-STRAW,Strawberry Pop-Tart,breakfast,2,3.65
TXN001076,FL-445,02-Sep-2024 07:17,FIRSTAID-KIT,First-Aid Kit,Health,2,14.44
TXN009802, FL-287,2024-09-12T15:44:21,PAPERTOWEL6,Paper Towels,Household Essentials,1, 8.24 
TXN016567,fl-619,2024-09-16 18:54:02,CARDS-01,Playing Cards,Entertainment,1,5.18
TXN005740,FL-105,2024-09-09 19:35:34,POPTART-STRAW,pop-tarts strawberry,Breakfast Foods,3,3.41
TXN016505,FL-078,2024-09-16 14:30:11,WHITEBREAD,White Bread,grocery,2,2.43
TXN015418,FL-501,15-Sep-2024 16:24,MONOPOLY-01,Monopoly Board Game,Entertainment,1,$20.07
TXN023244,FL-330,2024-09-27 22:36:30,BFORM-01,BABY FORMULA,Baby,2,29.37
TXN023481,fl-078,2024-09-27T09:22:08,CANDLE-EMRG,Emergency Candles,Emergency,3,$5.94
TXN014154,FL-619,09/14/2024 15:35,BREAD-WH,WHITE BREAD,Grocery,3, 2.37 
TXN009325,FL_239,09/12/2024 19:41,PAPERTOWEL6,Paper Towels 6-Roll,household,1,8.33
TXN016257,FL-287,09/16/2024 09:07,LTBEER24,Light Beer 24pk,ALCOHOL,3,$19.67
TXN004383,FL-287,2024-09-07 12:38:12,HDTARP-01,HD Tarp,Emergency Supplies,2,19.65
TXN004461,FL-501,09/07/2024 18:54,BATT_AA_4PK,BATTERIES AA 4PK,Emergency,3,6.54
TXN018334,FL-710,09/18/2024 12:09,BABYFORMULA,BABY FORMULA,BABY,2,30.44
TXN014858,fl-239,2024-09-15 08:19:59,PORTCHARGER,PORTABLE CHARGER,ELECTRONICS,1,24.30
TXN020782,FL-105,2024-09-23T16:33:54,CNDL-EM,Candles (Emergency),Emergency Supplies,1,6.02
TXN019479,FL-710,09/20/2024 22:43,DIAPERS-3,DIAPERS SZ 3,BABY,1,25.55
TXN010018,FL-501,2024-09-12 08:48:52,PNUTBTR-16,PEANUT BUTTER,Grocery,2,3.15
TXN012731,FL_239,N/A,PT-12,POPTART-STRAWBERRY,BREAKFAST,4,3.56
TXN013119,FL-330,09/14/2024 09:00,PLAYCARD-STD,Playing Cards,Games & Entertainment,1,4.88
TXN005193, FL-287,08-Sep-2024 22:43,BABYFORMULA,Infant Formula,BABY,1,29.53
TXN017662, FL-302,09/17/2024 13:01,TARP-HD,TARP - HEAVY DUTY,EMERGENCY,1,19.71
TXN003351,FL-330,2024-09-06 19:25:29,SKU#459812, Pop-Tarts Strawberry ,Breakfast,4,3.66
TXN003683,fl-078,09-06-2024 17:07:17,PT_STRAWBERRY,Strawberry Pop-Tart,Breakfast,2,3.59
TXN005558,FL-302,09-08-2024 14:56:26,CARDS-01,Playing Cards,ENTERTAINMENT,1,4.94
TXN009458,fl-105,2024-09-12 06:08:00,HDTARP-01,TARP - HEAVY DUTY,Emergency,1,19.40
TXN007423,FL-619,NULL,PNUTBTR-16,PEANUT BUTTER,Grocery,1,3.15
TXN020494,FL-619,nan,BAT-AA4,BATTERIES AA 4PK,Emergency Supplies,5,6.32
TXN011004,FL-330,09/13/2024 22:40,PT_STRAWBERRY,POPTART-STRAWBERRY,BREAKFAST,3,3.32
TXN009435,FL-105,2024-09-12 18:47:24,PORTCHARGER,Phone Charger - Portable,Electronics,1,24.71
TXN003867,FL-445,09-06-2024 15:12:59,FIRSTAID-KIT,First-Aid Kit,Health,2,14.94
TXN021598,FL-156,09/24/2024 12:56,PORTCHARGER,PORTABLE CHARGER,ELECTRONICS,1,25.98
TXN000485,FL-445,09/01/2024 06:29,PAPERTOWEL6,Paper Towels 6-Roll,household,2,7.59
TXN005115,FL-412,2024-09-08 13:21:42,TOILETPAPER12,TP 12 Pack,household,2,10.03
TXN010334,FL-445,2024-09-12 18:54:27,BATT_AA_4PK,AA Batteries (4-pack),Emergency Supplies,2,6.76
TXN017383,FL-078,2024-09-17 11:41:58,WATER24PK,Bottled Water 24-Pack,emergency,1,4.87
TXN024753,FL-445,2024-09-29 09:43:04,CARDS-01,PLAYING CARDS,ENTERTAINMENT,2,4.89
TXN009627,FL-412,09/12/2024 18:25,GAME-MONO,Monopoly Board Game,Entertainment,2,20.02
TXN023780,fl-105,2024-09-28 21:12:34,FIRSTAID-KIT,First Aid Kit,HEALTH,2,14.46
TXN018969,FL_105,09/20/2024 13:37,CARDS-01,Playing Cards,Entertainment,2,4.78
TXN018023,FL-156,2024-09-18 12:28:54,FIRSTAID-KIT,First Aid Kit,HEALTH,1,15.44
TXN007218,FL-501,2024-09-10 13:13:09,WHITEBREAD,White Bread,GROCERY,1,2.38
TXN022256,FL-078,2024-09-25T20:26:50,STREAM-01,Streaming Device,Electronics,1,29.18
TXN008747, FL-078,2024-09-11T21:30:35,PAPERTOWEL6,Paper Towels,HOUSEHOLD,-2,7.91
TXN011397,FL-287,09/13/2024 17:16,LTBEER24,Light Beer (24-pack),ALCOHOL,3,$18.27
TXN004516,FL-078,2024-09-07 21:23:21,POPTART-STRAW,POPTART-STRAWBERRY,Breakfast Foods,4,3.64
TXN015596,FL-619,15-Sep-2024 15:51,CARDS-01,Standard Playing Cards,ENTERTAINMENT,2, 4.84 
TXN006008,FL-156,2024-09-09 11:51:17,MONOPOLY-01,Monopoly Board Game,entertainment,1,20.72
TXN010542,FL-302,2024-09-12T13:31:31,HDTARP-01,HD Tarp,Emergency,2,19.60
TXN017058,FL-330,2024-09-17 18:50:03,HDTARP-01,Heavy Duty Tarp,EMERGENCY,1,19.44
TXN005774,FL-105,09/09/2024 21:12,FAID-01,First Aid Kit,health,1,14.97
TXN016635,FL-445,2024-09-16 11:05:20,GAME-MONO,Board Game - Monopoly,entertainment,2,20.52
TXN015993,FL-239,09-16-2024 06:41:58,CNSOUP-01,CANNED SOUP,Grocery,4,1.98
TXN017029,FL-330,09/17/2024 06:50,FAID-01,FIRST AID KIT,health,2,15.17
TXN014455,FL-302,NaN,LTBEER24,Light Beer 24pk,ALCOHOL,2,18.17
TXN008544,FL-501,2024-09-11 21:09:03,PT_STRAWBERRY,pop-tarts strawberry,breakfast,1,3.58
TXN013414,FL-287,09/14/2024 07:14,BATT-100,AA Batteries (4-pack),emergency,4,$6.35
TXN008360,fl-287,09-11-2024 07:03:18,SOUP-CAN,CANNED SOUP,grocery,4,1.97
TXN011786,FL-501,13-Sep-2024 20:17,FIRSTAID-KIT,First-Aid Kit,Health & Wellness,2,$14.83
TXN025214,FL-501,09/30/2024 13:16,LTBEER24,BEER LIGHT 24PK,Alcoholic Beverages,2,18.63
TXN009599,FL-412,2024-09-12 15:39:21,SKU#459812,Pop-Tarts Strawberry,Breakfast,3, 3.51 
TXN009750,fl-287,09/12/2024 10:45,LTBEER24,Light Beer (24-pack),ALCOHOL,1,18.23
TXN000127,FL-330,2024-09-01 20:22:28,CANDLE-EMRG,Candles (Emergency),Emergency Supplies,2,$6.16
TXN002774,FL_156,2024-09-05 18:50:59,CHRG-PORT,PORTABLE CHARGER,Electronics,2,$24.93
TXN007828,FL-239,2024-09-11 19:01:22,WTR_24PK,Water - 24 Pack,Emergency Supplies,6,5.19
TXN003636,FL-501,2024-09-06T20:27:36,BEER-24,BEER LIGHT 24PK,Alcohol,2,18.47
TXN004280,FL-412,2024-09-07T19:51:33,CNDL-EM,Emergency Candles,Emergency,1,5.92
TXN021250,FL-302,09/23/2024 22:31,BFORM-01,Baby Formula,BABY,2,30.69
TXN014951,FL-105,15-Sep-2024 10:51,CHIPS-VP,CHIPS VARIETY PACK,snacks,1,9.04
TXN007830,FL-239,09-11-2024 19:59:29,WTR-24,BOTTLED WATER 24PK,Emergency,6,4.99
TXN002452,FL-105,2024-09-05 12:48:54,PT_STRAWBERRY,POPTART-STRAWBERRY,Breakfast,4,$3.48
TXN006065,FL-501,2024-09-09 22:35:31,WTR-24,Bottled Water 24-Pack,Emergency Supplies,6,5.01
TXN024803,FL-302,2024-09-29 20:09:11,BATT-100,AA Batteries 4-Pack,emergency,2,6.58
TXN011810,FL-501,2024-09-13 16:35:19,PTOWEL-6,PAPER TOWELS 6PK,HOUSEHOLD,1,$8.22
TXN013569,FL-156,2024-09-14 22:48:05,WTR_24PK,BOTTLED WATER 24PK,Emergency Supplies,2, 5.13 
TXN009661,FL-412,2024-09-12 07:09:12,CANDLE-EMRG,Candles (Emergency),EMERGENCY,1,5.88
TXN016763,FL-710,2024-09-16 20:54:07,WATER24PK,BOTTLED WATER 24PK,Emergency Supplies,5, 5.00 
TXN012728,FL-239,2024-09-14 12:34:01,SKU#459812,pop-tarts strawberry,breakfast,1,3.58
TXN022297,FL-619,09/25/2024 06:20,LTBEER24,Light Beer 24pk,Alcohol,3,18.22
TXN014876, FL-239,2024-09-15 14:52:44,DIAPERS-3,DIAPERS SZ 3,Baby Products,1,24.35
TXN013846,FL-501,09/14/2024 10:18,FAID-01,First Aid Kit,HEALTH,2,14.77
TXN003624,FL-501,09/06/2024 10:21,WATER24PK,BOTTLED WATER 24PK,emergency,1,4.95
TXN010186, FL-619,12-Sep-2024 17:44,SKU#459812,Strawberry Pop-Tart,breakfast,3,3.33
TXN005815,FL-330,2024-09-09 09:44:46,BEER-24,Light Beer (24-pack),Alcohol,1,19.79
TXN022216,FL-501,2024-09-25T15:21:16,FAID-01,First-Aid Kit,Health,1,$15.05
TXN013679,FL-156,09-14-2024 19:00:20,PORTCHARGER,PORTABLE CHARGER,ELECTRONICS,1,25.66
TXN002300,FL-302,2024-09-04 11:52:40,CNSOUP-01,Canned Soup,Grocery,4,1.92
TXN003954,FL-302,NULL,TARP-HD,Heavy Duty Tarp,EMERGENCY,2,20.49
TXN018197,FL_445,09-18-2024 09:12:55,PLAYCARD-STD,Playing Cards,entertainment,2,4.81
TXN011792,FL-501,2024-09-13 08:42:27,CHRG-PORT,Phone Charger - Portable,ELECTRONICS,2,25.15
TXN005763,FL-105,09/09/2024 12:56,WHITEBREAD,White Bread,Grocery,3,2.41
TXN015513,FL-078,2024-09-15T12:35:51,CNSOUP-01,Canned Soup,Groceries,1,1.94
TXN000012,FL239,2024-09-01 06:38:20,BEER-24,Light Beer 24pk,ALCOHOL,1,19.71
TXN019986,FL_445,2024-09-21 12:16:29,TOILETPAPER12,TP 12 Pack,HOUSEHOLD,2,$9.66
TXN019486,FL-710,2024-09-20T22:31:48,TARP-HD,TARP - HEAVY DUTY,emergency,2,19.16
TXN021296,FL-710,09/23/2024 09:32,DIAP-S3,DIAPERS SZ 3,BABY,2, 24.06 
TXN017257,FL-156,2024-09-17 12:16:25,ROKU-STD,STREAMING STICK,Electronics,1,30.69
TXN009141,FL-710,09/11/2024 16:40,BATT-100,BATTERIES AA 4PK,Emergency Supplies,2,6.41
TXN003264,FL-239,2024-09-06 08:37:07,CHIPVARIETY,Chips Variety Pack,SNACKS,2,9.06
TXN022410, FL-302,2024-09-25 20:14:22,LTBEER24,Light Beer 24pk,ALCOHOL,3,19.59
TXN016980,FL-330,2024-09-17 15:16:02,POPTART-STRAW,POPTART-STRAWBERRY,breakfast,4,3.46
TXN002820,FL_501,2024-09-05 22:09:18,CARDS-01,Standard Playing Cards,ENTERTAINMENT,2,5.01
TXN016721,FL-302,09/16/2024 12:05,PNUTBTR-16,Peanut Butter 16oz,Grocery,2,3.14
TXN006255,FL-619,2024-09-09 17:10:14,DIAPERS-3,Diapers Size 3,baby,-2,25.79
TXN015052,FL-330,2024-09-15 14:51:26,FAID-01,First Aid Kit,health,2, 14.33 
TXN003573,FL-156,NaN,SOUP-CAN,CANNED SOUP,Groceries,3,1.98
TXN013490,FL-287,2024-09-14 11:15:57,CNDL-EM,CANDLES - EMERGENCY,Emergency,1,5.84
TXN023448,FL-078,09/27/2024 06:10,PT-12,Strawberry Pop-Tart,Breakfast Foods,3, 3.53 
TXN009367,FL-105,09-12-2024 18:10:36,BAT-AA4,AA Batteries 4-Pack,Emergency,4,6.71
TXN016574,FL-619,2024-09-16 22:20:44,SOUP-CAN,CANNED SOUP,grocery,2,1.91
TXN008398,FL-287,2024-09-11 22:38:43,PTOWEL-6,PAPER TOWELS 6PK,Household,2,8.16
TXN014109,fl-619,2024-09-14 06:15:10,LED-FLASH,FLASHLIGHT LED,emergency,3,$12.81
TXN007123,FL-156,2024-09-10 11:49:18,PTOWEL-6,Paper Towels,Household,2,8.10
TXN013004,FL-105,2024-09-14T22:59:47,PTOWEL-6,Paper Towels,Household,1,7.84
TXN014853,FL-239,2024-09-15T07:54:15,CNDL-EM,Candles (Emergency),emergency,2,6.07
TXN019042,FL-330,N/A,BFORM-01,Infant Formula,Baby,2,28.97
TXN019114,FL-287,2024-09-20 12:37:57,PLAYCARD-STD,Playing Cards,entertainment,3,4.93
TXN004504,FL-501,2024-09-07T17:59:25,TOILETPAPER12,TP 12 Pack,HOUSEHOLD,2,$10.37
TXN023524,FL-619,27-Sep-2024 16:13,PB-16,Peanut Butter,Groceries,1,$3.38
TXN009408,FL_105,09-12-2024 22:04:43,SOUP-CAN,Soup - Canned,Groceries,4,1.90
TXN016917,FL-105,09/17/2024 18:55,WTR_24PK,Bottled Water 24-Pack,Emergency Supplies,6,$5.19
TXN022877,FL-078,2024-09-26 19:56:56,CHIPS-VP,CHIPS VARIETY PACK,snacks,3,8.66
TXN007587,FL_302,2024-09-10 09:22:36,PT_STRAWBERRY,POPTART-STRAWBERRY,Breakfast Foods,3,3.59
TXN007085,FL-156,2024-09-10 10:36:11,BREAD-WH,White Bread,Groceries,1,2.52
TXN018312,FL-710,2024-09-18 09:46:58,WHITEBREAD,White Bread,Groceries,1,2.41
TXN018994,FL-105,2024-09-20 19:46:35,TOILETPAPER12,TOILET PAPER 12PK,HOUSEHOLD,2,9.50
TXN016211,fl-412,2024-09-16 17:07:43,CNDL-EM,CANDLES - EMERGENCY,Emergency,3,6.01
TXN018642,FL-156,2024-09-19 22:13:27,DIAP-S3,Diapers Size 3,baby,1,25.50
TXN007340,FL-078,2024-09-10 08:00:54,CHRG-PORT,Portable Phone Charger,Electronics,2, 25.44 
TXN018956,FL-105,2024-09-20 15:21:52,PT-12,Strawberry Pop-Tart,Breakfast Foods,4,$3.39
TXN014638,FL-710,2024-09-14 14:58:27,BAT-AA4,BATTERIES AA 4PK,EMERGENCY,2,6.42
TXN007506,FL-445,2024-09-10T20:06:17,LTBEER24,Light Beer (24-pack),Alcoholic Beverages,3,19.49
TXN009524,FL-330,2024-09-12 15:38:10,SOUP-CAN,Soup - Canned,grocery,1,1.94
TXN004212,FL-330,2024-09-07 20:05:34,FAID-01,First-Aid Kit,HEALTH,2,15.59
TXN021382,FL-105,2024-09-24T06:31:53,BREAD-WH,Bread - White,grocery,2,2.58
TXN018679,FL_501,09/19/2024 22:04,CHRG-PORT,PORTABLE CHARGER,Electronics,1,25.45
